```php
id,age,gender,daily_gaming_hours,game_genre,primary_game,gaming_platform,sleep_hours,sleep_quality,sleep_disruption_frequency,continued_despite_problems,eye_strain,back_neck_pain,weight_change_kg,exercise_hours_weekly,social_isolation_score,face_to_face_social_hours_weekly,monthly_game_spending_usd,years_gaming,prediction_result,confidence,algorithm,created_at,academic_work_performance,loss_of_other_interests
912,20,Other,3.9,-,-,-,6.8,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",96.87,DT,"2026-06-03 15:07:02",-,-
913,21,Male,11.6,-,-,-,3.7,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",92.69,DT,"2026-06-03 15:07:02",-,-
914,28,Male,5.2,-,-,-,5.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.29,DT,"2026-06-03 15:07:02",-,-
915,19,Male,4.1,-,-,-,5.2,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",95.58,DT,"2026-06-03 15:07:02",-,-
916,30,Male,9.3,-,-,-,4.4,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",97.34,DT,"2026-06-03 15:07:02",-,-
917,19,Male,2.5,-,-,-,7.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.27,DT,"2026-06-03 15:07:02",-,-
918,22,Male,3.6,-,-,-,5.6,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94,DT,"2026-06-03 15:07:02",-,-
919,19,Female,8.9,-,-,-,5.9,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.99,DT,"2026-06-03 15:07:02",-,-
920,20,Male,4.7,-,-,-,5.9,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",90.67,DT,"2026-06-03 15:07:02",-,-
921,22,Female,6.3,-,-,-,6.8,-,-,-,-,-,0,0,5,0,0,0,"High Risk",96.78,DT,"2026-06-03 15:07:02",-,-
922,20,Female,1.8,-,-,-,8.8,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.96,DT,"2026-06-03 15:07:02",-,-
923,27,Male,12.4,-,-,-,5.1,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",90.29,DT,"2026-06-03 15:07:02",-,-
924,17,Male,4.1,-,-,-,6.4,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.32,DT,"2026-06-03 15:07:02",-,-
925,18,Male,8.1,-,-,-,4.5,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",94.26,DT,"2026-06-03 15:07:02",-,-
926,20,Male,11.2,-,-,-,5,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",98.58,DT,"2026-06-03 15:07:02",-,-
927,26,Male,11.3,-,-,-,3.2,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",94.09,DT,"2026-06-03 15:07:02",-,-
928,20,Male,4.7,-,-,-,5.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",97.09,DT,"2026-06-03 15:07:02",-,-
929,17,Male,5.6,-,-,-,6.2,-,-,-,-,-,0,0,3,0,0,0,"High Risk",93.26,DT,"2026-06-03 15:07:02",-,-
930,20,Male,5.6,-,-,-,5.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.94,DT,"2026-06-03 15:07:02",-,-
931,28,Male,7.7,-,-,-,3.1,-,-,-,-,-,0,0,5,0,0,0,"High Risk",95.41,DT,"2026-06-03 15:07:02",-,-
932,15,Male,5,-,-,-,5.6,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",95.27,DT,"2026-06-03 15:07:02",-,-
933,20,Other,10.2,-,-,-,4.8,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93,DT,"2026-06-03 15:07:02",-,-
934,15,Male,11.4,-,-,-,3.9,-,-,-,-,-,0,0,9,0,0,0,"Low Risk",90.9,DT,"2026-06-03 15:07:02",-,-
935,28,Female,10.1,-,-,-,3.2,-,-,-,-,-,0,0,9,0,0,0,"Low Risk",96.21,DT,"2026-06-03 15:07:02",-,-
936,20,Female,6.1,-,-,-,6.3,-,-,-,-,-,0,0,3,0,0,0,"High Risk",98.15,DT,"2026-06-03 15:07:02",-,-
937,20,Male,9.8,-,-,-,6,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",95.63,DT,"2026-06-03 15:07:02",-,-
938,27,Male,4.9,-,-,-,6.1,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",91.23,DT,"2026-06-03 15:07:02",-,-
939,22,Female,3.4,-,-,-,7.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.09,DT,"2026-06-03 15:07:02",-,-
940,22,Male,8.6,-,-,-,3.8,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",90.84,DT,"2026-06-03 15:07:02",-,-
941,25,Male,11.8,-,-,-,3.5,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",92.05,DT,"2026-06-03 15:07:02",-,-
942,24,Female,5.4,-,-,-,5.7,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",91.18,DT,"2026-06-03 15:07:02",-,-
943,18,Male,3.8,-,-,-,6.8,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",98.07,DT,"2026-06-03 15:07:02",-,-
944,16,Male,8.7,-,-,-,4.3,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",95.4,DT,"2026-06-03 15:07:02",-,-
945,19,Male,11.3,-,-,-,4.5,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",91.6,DT,"2026-06-03 15:07:02",-,-
946,25,Female,3.7,-,-,-,6.8,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",96.14,DT,"2026-06-03 15:07:02",-,-
947,23,Male,2.5,-,-,-,8.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.98,DT,"2026-06-03 15:07:02",-,-
948,33,Male,8.9,-,-,-,5.5,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",90.72,DT,"2026-06-03 15:07:02",-,-
949,29,Male,3.3,-,-,-,8.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.37,DT,"2026-06-03 15:07:02",-,-
950,19,Male,7.7,-,-,-,3.9,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",96.25,DT,"2026-06-03 15:07:02",-,-
951,19,Male,1.1,-,-,-,7.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.73,DT,"2026-06-03 15:07:02",-,-
952,24,Female,7.2,-,-,-,3.5,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96.16,DT,"2026-06-03 15:07:02",-,-
953,21,Male,8.3,-,-,-,3.7,-,-,-,-,-,0,0,7,0,0,0,"High Risk",96.86,DT,"2026-06-03 15:07:02",-,-
954,20,Male,2.8,-,-,-,8.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.83,DT,"2026-06-03 15:07:02",-,-
955,22,Female,5.5,-,-,-,5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",98.26,DT,"2026-06-03 15:07:02",-,-
956,26,Male,5.7,-,-,-,5.4,-,-,-,-,-,0,0,3,0,0,0,"High Risk",95.96,DT,"2026-06-03 15:07:02",-,-
957,23,Other,6,-,-,-,6.2,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",95,DT,"2026-06-03 15:07:02",-,-
958,21,Male,5.9,-,-,-,6.2,-,-,-,-,-,0,0,3,0,0,0,"High Risk",97.65,DT,"2026-06-03 15:07:02",-,-
959,20,Male,7.7,-,-,-,5.2,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",95.75,DT,"2026-06-03 15:07:02",-,-
960,25,Male,4.9,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.51,DT,"2026-06-03 15:07:02",-,-
961,16,Male,7.6,-,-,-,4,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",92.78,DT,"2026-06-03 15:07:02",-,-
962,15,Female,5.2,-,-,-,5.1,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",94.49,DT,"2026-06-03 15:07:02",-,-
963,20,Female,6.8,-,-,-,5.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",91.48,DT,"2026-06-03 15:07:02",-,-
964,18,Female,10.8,-,-,-,5,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",98.59,DT,"2026-06-03 15:07:02",-,-
965,24,Male,3.6,-,-,-,5.6,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",90.82,DT,"2026-06-03 15:07:02",-,-
966,19,Male,9.3,-,-,-,5.1,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",98.63,DT,"2026-06-03 15:07:02",-,-
967,18,Other,7.6,-,-,-,4.8,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",95.26,DT,"2026-06-03 15:07:02",-,-
968,19,Male,7,-,-,-,4,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",96.02,DT,"2026-06-03 15:07:02",-,-
969,23,Female,1,-,-,-,7.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.13,DT,"2026-06-03 15:07:02",-,-
970,16,Female,2.8,-,-,-,8.6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.08,DT,"2026-06-03 15:07:02",-,-
971,17,Male,4.1,-,-,-,5.5,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",97.34,DT,"2026-06-03 15:07:02",-,-
972,20,Female,6.3,-,-,-,6.5,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",93.2,DT,"2026-06-03 15:07:02",-,-
973,16,Female,8.5,-,-,-,3.6,-,-,-,-,-,0,0,5,0,0,0,"High Risk",93.48,DT,"2026-06-03 15:07:02",-,-
974,16,Male,7.4,-,-,-,5.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",96.41,DT,"2026-06-03 15:07:02",-,-
975,23,Male,11,-,-,-,4.9,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",98.25,DT,"2026-06-03 15:07:02",-,-
976,20,Male,7.8,-,-,-,4.8,-,-,-,-,-,0,0,3,0,0,0,"High Risk",98.77,DT,"2026-06-03 15:07:02",-,-
977,17,Female,8.3,-,-,-,4.9,-,-,-,-,-,0,0,7,0,0,0,"High Risk",95.98,DT,"2026-06-03 15:07:02",-,-
978,27,Female,4.2,-,-,-,5.9,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",96.85,DT,"2026-06-03 15:07:02",-,-
979,21,Female,7.4,-,-,-,5.5,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.84,DT,"2026-06-03 15:07:02",-,-
980,19,Male,8.4,-,-,-,5.9,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",90.77,DT,"2026-06-03 15:07:02",-,-
981,22,Female,8.7,-,-,-,4.4,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.98,DT,"2026-06-03 15:07:02",-,-
982,25,Male,9.4,-,-,-,4.5,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",96.07,DT,"2026-06-03 15:07:02",-,-
983,22,Female,13.6,-,-,-,5.8,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",95.92,DT,"2026-06-03 15:07:02",-,-
984,18,Male,7.1,-,-,-,4.1,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",91.74,DT,"2026-06-03 15:07:02",-,-
985,23,Male,5.9,-,-,-,5,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",92.13,DT,"2026-06-03 15:07:02",-,-
986,30,Male,4.4,-,-,-,6.5,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",94.23,DT,"2026-06-03 15:07:02",-,-
987,17,Male,7.3,-,-,-,4,-,-,-,-,-,0,0,3,0,0,0,"High Risk",93.92,DT,"2026-06-03 15:07:02",-,-
988,18,Female,3.5,-,-,-,6.1,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.57,DT,"2026-06-03 15:07:02",-,-
989,19,Male,4.7,-,-,-,6.7,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",97.94,DT,"2026-06-03 15:07:02",-,-
990,20,Male,4.4,-,-,-,5.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",98.76,DT,"2026-06-03 15:07:02",-,-
991,16,Male,1.5,-,-,-,9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.93,DT,"2026-06-03 15:07:02",-,-
992,19,Female,7,-,-,-,3.2,-,-,-,-,-,0,0,5,0,0,0,"High Risk",97.49,DT,"2026-06-03 15:07:02",-,-
993,24,Female,3.6,-,-,-,6.8,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.35,DT,"2026-06-03 15:07:02",-,-
994,18,Male,6.1,-,-,-,5.5,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.62,DT,"2026-06-03 15:07:02",-,-
995,32,Female,4.9,-,-,-,5.7,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",90.11,DT,"2026-06-03 15:07:02",-,-
996,20,Female,9.3,-,-,-,5.8,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",96.95,DT,"2026-06-03 15:07:02",-,-
997,15,Female,8.6,-,-,-,4.1,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",91.11,DT,"2026-06-03 15:07:02",-,-
998,18,Male,5.4,-,-,-,6.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.61,DT,"2026-06-03 15:07:02",-,-
999,23,Male,7.3,-,-,-,3.9,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",94.26,DT,"2026-06-03 15:07:02",-,-
1000,18,Male,3.1,-,-,-,8.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.6,DT,"2026-06-03 15:07:02",-,-
1001,29,Male,3.5,-,-,-,7.4,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.85,DT,"2026-06-03 15:07:02",-,-
